Tcut H sH K sK Px sPx Py sPy Q sQ
1000 18.272409432027757 0.03161374954643925 0.05790173955791233 0.0019359611463398286 nan nan nan nan nan nan
1204 18.392120539538286 0.031539843555898936 0.059357183649967726 0.0019434584404879366 nan nan nan nan nan nan
1450 18.485452518734828 0.03148062093885233 0.06111047068634791 0.0019501362954373873 nan nan nan nan nan nan
1747 18.549005265041387 0.03139072574263162 0.0637072597146668 0.0019594827132740807 nan nan nan nan nan nan
2104 18.58268728426626 0.03126672763656959 0.06667141399372016 0.0019690604888134323 nan nan nan nan nan nan
2535 18.59764506892849 0.031138871135718275 0.07001454825895294 0.0019789331100057515 nan nan nan nan nan nan
3053 18.601778860683826 0.03101177281893377 0.07326349304047969 0.0019889807358659238 nan nan nan nan nan nan
3678 18.593217855941333 0.030882896366908216 0.07704925759785043 0.0020003051709642987 nan nan nan nan nan nan
4430 18.57174393446259 0.030748524983017573 0.08015332729663012 0.0020110305376191146 nan nan nan nan nan nan
5336 18.546123969397048 0.030645737368072908 0.08337198262343551 0.0020219943487211774 nan nan nan nan nan nan
6428 18.511055293185592 0.030515002646831345 0.08693149940238348 0.0020327808187645133 nan nan nan nan nan nan
7742 18.47268723533356 0.03038851235772424 0.09017216467753587 0.0020430889402149746 nan nan nan nan nan nan
9326 18.42809103474466 0.030254983027879368 0.09327313620842048 0.002053818572267263 nan nan nan nan nan nan
11233 18.38093567387586 0.030132471252300834 0.09663852495821876 0.002064929110110332 nan nan nan nan nan nan
13530 18.327237499207573 0.030003023473982166 0.09916695815190599 0.002074926903529886 nan nan nan nan nan nan
16297 18.27414804835076 0.02987763930985317 0.1024100824907878 0.002085695870754056 nan nan nan nan nan nan
19630 18.219683590888437 0.029759841904755724 0.1050674492862569 0.0020954153123474003 nan nan nan nan nan nan
23644 18.164066652873043 0.029647246192930465 0.10746731641492276 0.0021050978743046094 nan nan nan nan nan nan
28480 18.108678879725204 0.029537847034348374 0.10996228461630135 0.002115108861943855 nan nan nan nan nan nan
34304 18.05301172825294 0.029433413168728932 0.1122265160050201 0.002124920848888818 nan nan nan nan nan nan
41320 17.99917729351132 0.029334064698302544 0.11455416610904212 0.0021338265223958225 nan nan nan nan nan nan
49770 17.949174508160308 0.029247110222523662 0.1167037096273525 0.002142798698132548 nan nan nan nan nan nan
59948 17.89808070244385 0.02915789554346332 0.11889501951323807 0.002151335742601721 nan nan nan nan nan nan
72208 17.848656446774505 0.0290733313360787 0.12063469896080724 0.0021593016601958582 nan nan nan nan nan nan
86974 17.80109626473139 0.028995716963687957 0.12248124207999767 0.0021672372471142985 nan nan nan nan nan nan
104761 17.75561026502696 0.028925124626099936 0.1239843648839479 0.002174527498342915 nan nan nan nan nan nan
126185 17.711163438853042 0.02885633085111567 0.12546929643851834 0.0021818292263712145 nan nan nan nan nan nan
151991 17.669179027943727 0.028793168737670908 0.1268214648215108 0.0021881414145891627 nan nan nan nan nan nan
183073 17.629929197036855 0.028736038907788846 0.12818849301120327 0.002194620070749876 nan nan nan nan nan nan
220513 17.592375747316503 0.028684058116201946 0.1293098617807909 0.0022007056325385253 nan nan nan nan nan nan
265608 17.55800401226311 0.028637249179128903 0.13030173798371833 0.0022062318427091172 nan nan nan nan nan nan
319926 17.52643288109935 0.028595949371540336 0.13124142448717022 0.002211484318304066 nan nan nan nan nan nan
