Tcut H sH K sK Px sPx Py sPy Q sQ
1000 18.19091963184145 0.03427154999543757 0.06146751248785787 0.0021592436245356193 -0.17621741392118093 0.0029529061699779873 -0.04609127927732163 0.0028909906054734097 -1.1199081981509214 0.0057464904946626745
1204 18.402734327914594 0.03432966153123776 0.06205287585191277 0.002171946207278126 -0.1762599673492489 0.0029172982014901224 -0.0448388878055487 0.002855325387695986 -1.1727392429764285 0.005936964050766489
1450 18.563446126620498 0.03431925902259049 0.06399154150122006 0.0021843477955194833 -0.17656207889566147 0.0028879314136574276 -0.04422993854863844 0.00282643907192488 -1.219696501264576 0.0061106088292532485
1747 18.680389257229944 0.034280949200057656 0.06628385457672321 0.0021969172745187845 -0.17591985291160825 0.002863832931073161 -0.04392101570684041 0.0028029073137337953 -1.2557629112381916 0.0062522026193180275
2104 18.75842098710736 0.034165232356773906 0.06913988323903941 0.0022107033991215627 -0.1761583719992524 0.0028438965764509454 -0.043457813142800165 0.0027834975939845957 -1.2916628038204758 0.006387800659504306
2535 18.81518432761749 0.034044607576276614 0.07267077262949076 0.0022245447272836974 -0.17604627266540143 0.0028269723162893615 -0.04325998637543745 0.002766319523005907 -1.323485768286521 0.0065269475635207795
3053 18.85803268732712 0.0339437049773328 0.07565467991050205 0.0022375826803307094 -0.17666722243115246 0.0028118258116629474 -0.0430369014945794 0.0027516448949444355 -1.351864104852374 0.0066574766904935025
3678 18.878980821054643 0.033814022715069364 0.07869999860972471 0.0022502602312817607 -0.1764255853501608 0.002799164956865884 -0.04269495098915969 0.0027394899110354362 -1.3785289479082325 0.006789614067131212
4430 18.881746684911622 0.033686628914767 0.08235530992877399 0.0022637485671282765 -0.1760285571540897 0.0027891887179902694 -0.04291153585179005 0.0027289462268918 -1.40046630665253 0.006920206647514157
5336 18.87150122692288 0.0335552368493514 0.08644229605065124 0.0022780257398493887 -0.17571280643108267 0.0027806601751782004 -0.042985452437870074 0.0027208673203938495 -1.4236852209367243 0.0070571174419976415
6428 18.848318086986687 0.03339692496118741 0.09068300606100832 0.0022924659674028853 -0.175014715529836 0.002773146780869881 -0.043014058227523876 0.0027137029440263026 -1.4462710546791677 0.007197306480135372
7742 18.8169661780358 0.03324907926512421 0.09470887882803847 0.0023068809127409044 -0.17479152379415167 0.0027671629041931185 -0.04288888583008549 0.002707654629769951 -1.4657360637175783 0.007340059523043924
