Tcut H sH K sK Px sPx Py sPy Q sQ
1000 18.158041504796664 0.029606431615495175 0.058626844086437466 0.0018187771594359433 nan nan nan nan nan nan
1204 18.24759062256695 0.02953072283837985 0.060142341052137616 0.0018243837479576164 nan nan nan nan nan nan
1450 18.308378603049285 0.02943750741987648 0.06238591311888132 0.0018313143643370776 nan nan nan nan nan nan
1747 18.35080884680067 0.029357283870906446 0.06497348719510757 0.0018387525649262687 nan nan nan nan nan nan
2104 18.36597654952217 0.02923783389483096 0.06771727378055109 0.0018466627438447234 nan nan nan nan nan nan
2535 18.370870638601804 0.02911704323070347 0.07061045083202278 0.0018546500079327174 nan nan nan nan nan nan
3053 18.360104626191934 0.028995486897571553 0.07348013690491385 0.0018627023548450777 nan nan nan nan nan nan
3678 18.3415581615962 0.02886716128460254 0.07694347703241025 0.0018719193445199066 nan nan nan nan nan nan
4430 18.31518254065836 0.02874933951886433 0.08042657019806686 0.0018814468382075777 nan nan nan nan nan nan
5336 18.278819094977266 0.028622705632440383 0.08341217204872024 0.001891031872207906 nan nan nan nan nan nan
6428 18.239378004895347 0.02850497647137902 0.08632298744969133 0.0019000673030943357 nan nan nan nan nan nan
7742 18.195942421308125 0.02838763683741443 0.08922615327681382 0.0019092294646973799 nan nan nan nan nan nan
9326 18.147899595843903 0.028264815651689378 0.0922678831506036 0.0019183348542244354 nan nan nan nan nan nan
11233 18.099648469569335 0.02815880605263539 0.0949717704669299 0.0019268255436021404 nan nan nan nan nan nan
13530 18.04866495966751 0.02804972477735672 0.09747189910324397 0.0019355761351095174 nan nan nan nan nan nan
16297 17.995898843033345 0.027942482102139808 0.10022983716124044 0.0019448496983545862 nan nan nan nan nan nan
19630 17.943252363442507 0.0278450639557395 0.10262698343934834 0.0019536630346850326 nan nan nan nan nan nan
23644 17.889507396504747 0.027745123625733902 0.10481846051693666 0.0019618820694072225 nan nan nan nan nan nan
28480 17.837262941108488 0.02765024544351696 0.10704031514503058 0.0019701593289083667 nan nan nan nan nan nan
34304 17.785480147877955 0.027562002527122122 0.10918295396704127 0.0019781520934809846 nan nan nan nan nan nan
41320 17.734137392337427 0.027477623060399747 0.11139376603038356 0.0019862089675499227 nan nan nan nan nan nan
49770 17.68432862756884 0.027395752940265663 0.11313843057482804 0.001993475011924676 nan nan nan nan nan nan
59948 17.635140506634052 0.027318625242633673 0.11509898928941076 0.002000968546963502 nan nan nan nan nan nan
72208 17.589363970577818 0.027255502095346797 0.11698421490835637 0.0020080461115861846 nan nan nan nan nan nan
86974 17.5450587467523 0.027190073520604957 0.11845352793570277 0.0020145894737991724 nan nan nan nan nan nan
104761 17.502911570799178 0.027128556320474558 0.11998060469493467 0.0020208110905116914 nan nan nan nan nan nan
126185 17.463111345004155 0.02708015917958209 0.12107716682832378 0.0020264577174010983 nan nan nan nan nan nan
151991 17.42414118043142 0.027026261794757235 0.1221264095441581 0.002031788506283324 nan nan nan nan nan nan
183073 17.388182559924413 0.026978358070824392 0.12304791334016066 0.002036672982848731 nan nan nan nan nan nan
220513 17.353968769655822 0.026933292961525156 0.12396642629236818 0.0020414712254421125 nan nan nan nan nan nan
265608 17.322236632248764 0.026893292928470196 0.12476218846529709 0.0020462066381116673 nan nan nan nan nan nan
319926 17.293348327803315 0.026858764849962097 0.12539375978963568 0.0020499309490355933 nan nan nan nan nan nan
385352 17.265151345132047 0.026824929617503483 0.12593212874221427 0.0020536369699228375 nan nan nan nan nan nan
464158 17.23926874915946 0.026796750353007756 0.1265997439663606 0.0020573032109061427 nan nan nan nan nan nan
559081 17.21506867490439 0.026769450331570174 0.1271023930785211 0.002060559483943654 nan nan nan nan nan nan
673415 17.192749463162624 0.0267453381978565 0.12763188556347008 0.0020635841784442934 nan nan nan nan nan nan
811130 17.172367552863165 0.026724072731418295 0.12789327555696275 0.0020663601637088314 nan nan nan nan nan nan
977009 17.153771236766598 0.02670538997874257 0.1282769317237693 0.0020688924969106907 nan nan nan nan nan nan
1176811 17.13638727718383 0.026688017878838524 0.12850353496530628 0.00207120711735105 nan nan nan nan nan nan
1417474 17.12023086069903 0.026672265748702288 0.128730111895237 0.002073312225424156 nan nan nan nan nan nan
1707352 17.10573467581728 0.02665877488998687 0.12901141032865038 0.0020752215810163773 nan nan nan nan nan nan
2056512 17.09252391236099 0.02664730230394667 0.1291234539143267 0.002076881619289491 nan nan nan nan nan nan
2477076 17.080268585599118 0.026636698223918887 0.12926074480292205 0.0020783826657884397 nan nan nan nan nan nan
2983647 17.0693907344874 0.026627593493233574 0.12935456845438104 0.0020797459917596415 nan nan nan nan nan nan
3593813 17.058971018976177 0.026618751612931254 0.12944747606142148 0.0020811019248362077 nan nan nan nan nan nan
4328761 17.04983221112165 0.02661159877093481 0.12960661515936187 0.0020823332480661046 nan nan nan nan nan nan
5214008 17.041598556560288 0.0266071696739777 0.12967803525704868 0.00208332769529838 nan nan nan nan nan nan
6280291 17.034091240976004 0.02660318889919658 0.12971192893417915 0.002084294328310292 nan nan nan nan nan nan
7564633 17.02712993024133 0.02659919689438493 0.12984526715128764 0.0020852250624954047 nan nan nan nan nan nan
