Tcut H sH K sK Px sPx Py sPy Q sQ
1000 17.966601004735175 0.027490099134000603 0.04704215196841991 0.0016447232524494952 nan nan nan nan nan nan
1204 18.016621492014846 0.02739121773198505 0.04872799515129852 0.0016490594510500415 nan nan nan nan nan nan
1450 18.040921391963565 0.027274975609017465 0.050972506868746846 0.0016543434739397596 nan nan nan nan nan nan
1747 18.05357215705498 0.027167366661744373 0.05331253587108537 0.0016597526966229787 nan nan nan nan nan nan
2104 18.051225885394143 0.027057549030302292 0.05612466487888386 0.0016661046331705985 nan nan nan nan nan nan
2535 18.03690884168598 0.02694100300106354 0.058552118708819975 0.0016729756358744485 nan nan nan nan nan nan
3053 18.015409708094243 0.02682635460217708 0.06098239805312658 0.0016797184825619795 nan nan nan nan nan nan
3678 17.983674353027578 0.02671166771198466 0.06367032661629628 0.0016871737486932178 nan nan nan nan nan nan
4430 17.947462745169492 0.026598882699624436 0.06632251960482678 0.0016946288859913568 nan nan nan nan nan nan
5336 17.907026500905804 0.02648767093747523 0.0690909603092389 0.0017018397131189635 nan nan nan nan nan nan
6428 17.860749945435977 0.026375193872928745 0.07163345240744376 0.001709397084425498 nan nan nan nan nan nan
7742 17.81382937629161 0.026268117270613123 0.07421064952624751 0.0017172703113286852 nan nan nan nan nan nan
9326 17.763072189190787 0.026159036818802335 0.07654057812224287 0.0017248334839882746 nan nan nan nan nan nan
11233 17.711721888038426 0.026057489887122275 0.07899981404883916 0.0017325192918514524 nan nan nan nan nan nan
13530 17.659490185049386 0.025961635647223206 0.08135034521148148 0.00173996352039824 nan nan nan nan nan nan
16297 17.609842486927096 0.025872720294609075 0.08364154387492095 0.0017472048740154414 nan nan nan nan nan nan
19630 17.55774758205554 0.025785583326263704 0.08568319089543133 0.001754089964262124 nan nan nan nan nan nan
23644 17.507604920195035 0.025702509039986866 0.08780173054300798 0.001761119808536651 nan nan nan nan nan nan
28480 17.458060576054272 0.025625989710388687 0.08937319344230897 0.0017674235883390701 nan nan nan nan nan nan
34304 17.409309408653726 0.025550867743916756 0.09122271681166522 0.0017739133643394143 nan nan nan nan nan nan
41320 17.361587113750776 0.025479332665480556 0.09267525354925146 0.001779817291209641 nan nan nan nan nan nan
49770 17.315958064284114 0.025412593687969484 0.09399410112990597 0.0017853529541775933 nan nan nan nan nan nan
59948 17.27269569929049 0.025350687523617695 0.09531466149430018 0.00179067678264401 nan nan nan nan nan nan
72208 17.231041200303547 0.02529267119013902 0.09638191342466088 0.0017957477657727081 nan nan nan nan nan nan
86974 17.191361058868658 0.025239376092259708 0.09745085158251122 0.001800704054084608 nan nan nan nan nan nan
104761 17.153297693437615 0.025189750947348478 0.09844572075630185 0.0018056379247384006 nan nan nan nan nan nan
126185 17.118100941458863 0.02514637346130262 0.0992021019945396 0.0018098609030431682 nan nan nan nan nan nan
151991 17.083472477184994 0.025104103974012523 0.10005794071713216 0.0018140796859810822 nan nan nan nan nan nan
183073 17.052305811410196 0.025068803690120867 0.10063012696178235 0.0018177605749088064 nan nan nan nan nan nan
220513 17.02294411041629 0.025034542805445505 0.10124555616222689 0.0018211926370583515 nan nan nan nan nan nan
265608 16.995202030289832 0.02500369758137795 0.10171703467705791 0.001824313907372473 nan nan nan nan nan nan
319926 16.969229773676645 0.024976262190078893 0.10213409562508355 0.0018273775286731795 nan nan nan nan nan nan
385352 16.945467824831347 0.024950566065572596 0.10264742629600701 0.001830214200393731 nan nan nan nan nan nan
464158 16.922857375075804 0.024928288428948266 0.10289543429477781 0.001832646350072512 nan nan nan nan nan nan
559081 16.902348984969723 0.02490742658934119 0.10325949566479312 0.0018349749509591667 nan nan nan nan nan nan
673415 16.884169456020256 0.024890916285256644 0.10359161141132513 0.0018371710091239254 nan nan nan nan nan nan
811130 16.866579137160677 0.024874590888761778 0.10393471678770311 0.0018392706923754068 nan nan nan nan nan nan
977009 16.850264675312282 0.024859398676952967 0.10408314871281606 0.0018411251969363653 nan nan nan nan nan nan
1176811 16.83543967525324 0.02484629664013071 0.10425677396265376 0.0018429817548002423 nan nan nan nan nan nan
1417474 16.822029688913155 0.024834876323790625 0.10454540358788791 0.0018446693490355658 nan nan nan nan nan nan
1707352 16.809705895074504 0.024824796577423713 0.10468155143477528 0.0018461115473850515 nan nan nan nan nan nan
2056512 16.798504938424152 0.02481603614399714 0.10476521600915185 0.0018473159878431395 nan nan nan nan nan nan
2477076 16.788320229088878 0.024808221500674056 0.10488969892641353 0.001848460149992316 nan nan nan nan nan nan
2983647 16.779058576350135 0.024801492884322165 0.10488264981929143 0.0018494857782956726 nan nan nan nan nan nan
3593813 16.77059339747078 0.024795258448192786 0.10490927499587216 0.0018503866194725218 nan nan nan nan nan nan
4328761 16.76285001912119 0.024789498672748496 0.10500762748201077 0.0018513057750265728 nan nan nan nan nan nan
