Tcut H sH K sK Px sPx Py sPy Q sQ
1000 18.106409095551697 0.028727582321014092 0.05399478640166605 0.001746350353692885 nan nan nan nan nan nan
1204 18.171873242174488 0.02862105959519372 0.05614993345086617 0.0017527242340160563 nan nan nan nan nan nan
1450 18.21330931977154 0.028515698487857233 0.05848979478302101 0.0017590436784614253 nan nan nan nan nan nan
1747 18.239595826684837 0.02840976795304516 0.060995543736838964 0.001765561280966471 nan nan nan nan nan nan
2104 18.24710235834616 0.02829965672761273 0.0635611081165702 0.0017724801122183376 nan nan nan nan nan nan
2535 18.240467498767366 0.028176009530231756 0.06625278763775137 0.0017793917429088956 nan nan nan nan nan nan
3053 18.22476214872362 0.02805675924279907 0.06856914774794469 0.0017870168752839363 nan nan nan nan nan nan
3678 18.19744759369698 0.027932791649546245 0.07104902423418545 0.0017944558909726144 nan nan nan nan nan nan
4430 18.162771067492834 0.027808189563571506 0.07382020852266594 0.0018028035639982528 nan nan nan nan nan nan
5336 18.12365496740821 0.02768795375000551 0.0766800945044348 0.0018110762269266684 nan nan nan nan nan nan
6428 18.08507566669524 0.027580480969574755 0.07920903159599961 0.001818963509499102 nan nan nan nan nan nan
7742 18.038717111355112 0.027464823905224155 0.08253321662332594 0.0018278157181728703 nan nan nan nan nan nan
9326 17.989261310690345 0.027355127168110047 0.08561836587441518 0.0018371372187824704 nan nan nan nan nan nan
11233 17.939752423074886 0.027250020994987335 0.08825318021725712 0.0018456046493844156 nan nan nan nan nan nan
13530 17.885857345027414 0.027141649572146497 0.09077537114051812 0.0018541912638357124 nan nan nan nan nan nan
16297 17.834102307468402 0.02704068187848449 0.09326643494338095 0.0018620132473748797 nan nan nan nan nan nan
19630 17.779811906793622 0.026943115260462162 0.09601975363072943 0.001870349077867189 nan nan nan nan nan nan
23644 17.728506414795213 0.026851795385795532 0.0979455256024944 0.0018778729640136801 nan nan nan nan nan nan
28480 17.67721462040278 0.026767453680133807 0.09988259561866493 0.0018851140964037411 nan nan nan nan nan nan
34304 17.624937688077484 0.02668286700439924 0.10200240524393957 0.0018927140639244692 nan nan nan nan nan nan
41320 17.57486640408349 0.02660305786781375 0.10342085178708377 0.0018993386021121487 nan nan nan nan nan nan
49770 17.528125433082867 0.02653142379651438 0.10535916221516275 0.0019061343670476786 nan nan nan nan nan nan
59948 17.48125476525518 0.0264608707066579 0.10704308294680119 0.0019127410089616417 nan nan nan nan nan nan
72208 17.436171623877527 0.026394521701284313 0.1083637758818842 0.001918695614133021 nan nan nan nan nan nan
86974 17.393040425019457 0.026332824514914737 0.10977041248860686 0.0019246086218964848 nan nan nan nan nan nan
104761 17.35203383718607 0.026276489963056253 0.11089033878924154 0.0019301353102176063 nan nan nan nan nan nan
126185 17.313871598232748 0.02622598310974336 0.11205990091599934 0.001935214934783157 nan nan nan nan nan nan
151991 17.277712095430747 0.026178922702432227 0.11312134065822972 0.0019400327025434537 nan nan nan nan nan nan
183073 17.24311414550122 0.026134884575141192 0.11394940591075774 0.0019445966592496235 nan nan nan nan nan nan
220513 17.210846680871043 0.026095181609177273 0.11471271814385174 0.001948755193753374 nan nan nan nan nan nan
265608 17.181374436637125 0.026060188349321618 0.1152295211373698 0.0019522826244515827 nan nan nan nan nan nan
319926 17.153268139099 0.026027613275397828 0.11588753660191463 0.0019559593851314282 nan nan nan nan nan nan
385352 17.12731090272024 0.025998433781746325 0.11649004915788115 0.0019595335248593143 nan nan nan nan nan nan
464158 17.103646688052443 0.02597267021850807 0.11716034851584234 0.0019627485608067355 nan nan nan nan nan nan
559081 17.08034096844134 0.025947216063923237 0.1175962980043772 0.001965648212690122 nan nan nan nan nan nan
673415 17.05948509824667 0.02592538058602405 0.11797901992664336 0.0019684715978077407 nan nan nan nan nan nan
811130 17.039833631660542 0.025905586880065445 0.11833781598297027 0.0019710287521762624 nan nan nan nan nan nan
977009 17.022187553686607 0.025888939204362908 0.11856209627985637 0.0019732660713560625 nan nan nan nan nan nan
1176811 17.00537003990873 0.025872860167240004 0.11882944221936784 0.001975325925070243 nan nan nan nan nan nan
1417474 16.990138081506444 0.025858606789927036 0.11889763095606089 0.0019771391285593443 nan nan nan nan nan nan
1707352 16.97610520136539 0.025845531906390547 0.11908654964733727 0.0019788855425124418 nan nan nan nan nan nan
2056512 16.963613446822663 0.02583455358542994 0.11930850528833782 0.0019804019528118287 nan nan nan nan nan nan
2477076 16.951842532765244 0.025824468383328032 0.11941827479608104 0.0019818964693418635 nan nan nan nan nan nan
2983647 16.941531899585545 0.025816072913437713 0.11948043939438815 0.001983128557977719 nan nan nan nan nan nan
3593813 16.932063547506175 0.02580836248393624 0.11960745066487717 0.0019842709375961533 nan nan nan nan nan nan
4328761 16.92352702046192 0.025801843661004846 0.11960634242246626 0.0019853178735769255 nan nan nan nan nan nan
5214008 16.91550040004529 0.025795733649033994 0.11970903996388838 0.0019862783104742992 nan nan nan nan nan nan
6280291 16.90840185552713 0.025790711310221724 0.11968518055457175 0.0019870591522155776 nan nan nan nan nan nan
7564633 16.901816091477514 0.025785820459861046 0.1197526048945708 0.001987814704620703 nan nan nan nan nan nan
9111627 16.895987503084147 0.02578187245154129 0.11975755635029653 0.0019884624680878813 nan nan nan nan nan nan
10974987 16.89073932851888 0.02577817602682518 0.11975689454026436 0.0019890807797416717 nan nan nan nan nan nan
