# N = 10000, rp_max = 5, r_sphere = 50, T_cut = 4.03702e+07
# v	mean∆E	SEM_∆E	∆T	SEM_∆T	∆vx	SEM_∆vx	∆vy	SEM_∆vy	∆vz	SEM_∆vz	∆Lx	SEM_∆Lx	∆Ly	SEM_∆Ly	∆Lz	SEM_∆Lz	Δvarpi	SEM_Δvarpi	Nresolved
0.000111247	0.00243417	0.000134596	1.55631e+06	59326	0.00401945	0.000458617	-0.00100942	0.000471981	-0.000226521	0.000422553	0.00103006	0.000707689	-8.37832e-05	0.00202816	0.00641449	0.00173003	-40.6462	11.734	7945
0.000111852	0.00304638	0.000226743	1.69038e+06	62574.1	0.00389364	0.000517684	-0.00243347	0.00054537	0.000165852	0.000448576	-0.000295196	0.000886075	0.0025309	0.00264502	0.00538809	0.00166119	-26.2292	10.8472	7931
0.000112459	0.00272081	0.000231605	1.62227e+06	60717.1	0.00344763	0.000474384	-0.00118425	0.00051073	-0.000373156	0.00043849	0.00211956	0.000814273	0.0012494	0.00250228	0.00501455	0.00151472	-16.9226	8.67674	8017
0.00011307	0.00264516	0.000164847	1.592e+06	59322.4	0.00380104	0.000473629	-0.000405934	0.000490656	-2.80254e-05	0.000440378	0.000669153	0.000881844	0.00260081	0.00233549	0.00326743	0.00141874	-45.6686	27.8212	8019
0.000113685	0.00224436	0.000125965	1.71168e+06	62742.1	0.00292637	0.000462782	-0.00124432	0.000445091	0.000516333	0.000389373	-0.000133162	0.000755447	-0.00185225	0.00241497	0.00474178	0.00163219	-26.7217	8.42985	7957
0.000114302	0.00285851	0.000245305	1.60692e+06	60604.2	0.00430385	0.000476363	-0.000939835	0.000521864	0.000139891	0.000462902	0.000720145	0.000849455	0.00498839	0.00249882	0.00566696	0.0015513	-33.5643	8.51723	7997
0.000114923	0.00232196	0.000120324	1.60763e+06	60052.6	0.00378921	0.000460062	-0.000847362	0.000452913	-0.000269587	0.000408436	2.09772e-05	0.000791086	0.00271244	0.00217011	0.00395421	0.00159602	-39.6043	10.1433	7946
0.000115548	0.00263705	0.000181753	1.50535e+06	57791.8	0.00388506	0.000484667	-0.00100021	0.000496232	0.000599702	0.000424509	0.00163479	0.000750456	0.00202377	0.00233803	0.00440022	0.00155267	-15.9879	7.19479	7963
0.000116176	0.00234006	0.000158752	1.61041e+06	59847.1	0.00446246	0.000477197	-0.00114289	0.000456617	0.000785942	0.000383926	-0.000155192	0.000848903	-0.00228222	0.00236006	0.0042473	0.00164813	-53.799	44.735	7997
0.000116807	0.0026943	0.000224644	1.691e+06	62927.6	0.00382296	0.000474453	-0.000497626	0.000513779	0.000630663	0.000431343	-3.76948e-05	0.000728766	0.00601543	0.00229994	0.00350464	0.00161052	-30.0352	10.6875	7972
0.000117441	0.00260669	0.000205858	1.62042e+06	60259.9	0.0025996	0.000512303	-0.00150375	0.000465483	0.000701058	0.000420124	-0.00161108	0.000827361	-0.00399201	0.00254345	0.00324473	0.00157708	-13.904	7.94752	7951
0.00011808	0.00273806	0.000270211	1.55751e+06	59592.3	0.00342163	0.00046669	-0.000838997	0.000512917	-0.000363753	0.000451606	0.00074676	0.000703843	-0.00194844	0.00261884	0.00166042	0.00155557	-7.99008	6.08774	7991
0.000118721	0.00272997	0.000276064	1.56192e+06	58268.7	0.00303433	0.000486151	3.31651e-05	0.000471555	0.000272144	0.000468707	-0.000625369	0.000862655	-0.00193239	0.00255684	0.00249949	0.00165485	-45.266	11.5422	8048
0.000119366	0.00242331	0.000137579	1.63339e+06	61986.6	0.00353065	0.000477349	-0.00165283	0.000457603	-0.000262276	0.000411188	-0.000181045	0.000852572	-0.00275528	0.00227127	0.00662631	0.00163362	-27.6969	9.02834	7983
0.000120015	0.00293653	0.000290282	1.64581e+06	61907.2	0.00311655	0.000563294	-0.00104596	0.000470468	-0.000219461	0.000449256	-0.000319552	0.000751518	-2.79333e-05	0.00230154	0.0029934	0.00158823	-29.8169	7.92745	7929
0.000120667	0.00236478	0.000151316	1.66606e+06	61334.8	0.00334493	0.000461375	-0.00163331	0.000454006	7.70522e-06	0.000419331	-0.00137797	0.000849057	0.00277374	0.00277232	0.00641022	0.00151243	-20.1617	8.18663	7943
0.000121322	0.0026904	0.000425211	1.52691e+06	58652.1	0.00351703	0.000465014	-0.0013602	0.000539264	0.0005383	0.000410501	-0.000126912	0.000828279	0.00203476	0.00244479	0.00421175	0.00148968	-10.386	6.1281	7957
