Tcut H sH K sK Px sPx Py sPy Q sQ
1000 11.108692934960134 0.06407643080776072 0.2611409501445092 0.005449195638220443 nan nan nan nan nan nan
1204 11.108682649161265 0.06407634084551113 0.26114084075155075 0.00544919342102216 nan nan nan nan nan nan
1450 11.109058267954296 0.06407742779602983 0.26113655118229084 0.005449095536763344 nan nan nan nan nan nan
1747 11.109294896256754 0.06407789678301337 0.2611495636403374 0.005449157882931551 nan nan nan nan nan nan
2104 11.109305134389116 0.06407789749305952 0.2611506050198083 0.005449158262996454 nan nan nan nan nan nan
2535 11.11373216655437 0.06420742220793395 0.26098037437058547 0.005455010624023605 nan nan nan nan nan nan
3053 11.11392927427028 0.0642074812465363 0.2608627663681571 0.005456531093676424 nan nan nan nan nan nan
3678 11.114561911284419 0.06420905321978035 0.2608837485156402 0.0054568599066032565 nan nan nan nan nan nan
4430 11.115311096090549 0.06421035955493623 0.26089656962286584 0.005456846243048232 nan nan nan nan nan nan
5336 11.12118824512677 0.0642763951719204 0.260910127562992 0.005462316014112365 nan nan nan nan nan nan
6428 11.122280442770387 0.06427878429815344 0.26064686173765406 0.005465028103005806 nan nan nan nan nan nan
7742 11.12439683841097 0.0642826104474256 0.26080316607729964 0.005467237737421141 nan nan nan nan nan nan
9326 11.170921038485169 0.07200561410075829 0.26028341585732057 0.006561371664466043 nan nan nan nan nan nan
11233 11.17536714637937 0.07201227261222291 0.26024189623865623 0.00656003746195577 nan nan nan nan nan nan
13530 11.185025254128718 0.07204780809551278 0.25990882126980075 0.006558078861052743 nan nan nan nan nan nan
16297 11.194892737527985 0.0720997622907311 0.2601591049694118 0.006571681239052088 nan nan nan nan nan nan
19630 11.206335165244782 0.07213563731127239 0.25965680562542426 0.006565425702834848 nan nan nan nan nan nan
23644 11.230723214464314 0.0723542150385049 0.25986797827165875 0.006609930360403696 nan nan nan nan nan nan
28480 11.249690281669416 0.0724157606391166 0.2597155491287032 0.006605084515228691 nan nan nan nan nan nan
34304 11.273854710078298 0.0724881482215789 0.25906719386737864 0.006596056428843802 nan nan nan nan nan nan
41320 11.31040955488326 0.0726671177988133 0.2579806162313389 0.0066206816797961315 nan nan nan nan nan nan
49770 11.3744207789529 0.07523153818825919 0.2558373854820727 0.006734481597519468 nan nan nan nan nan nan
59948 11.435108512921717 0.07542527080321591 0.25253280174092985 0.00672905438942786 nan nan nan nan nan nan
72208 11.514598603801094 0.07560489137072016 0.2510609999162755 0.006779639464084176 nan nan nan nan nan nan
86974 11.635422873230143 0.07661425581506924 0.24699330184061696 0.006918522637260029 nan nan nan nan nan nan
104761 11.822602881462199 0.0861064942785008 0.24284040671798937 0.008671879690093877 nan nan nan nan nan nan
126185 11.9887748546224 0.08648174207762468 0.2337127849866076 0.008594160843333648 nan nan nan nan nan nan
151991 12.202593508975104 0.08851158077968856 0.21881066684553988 0.008618894775312929 nan nan nan nan nan nan
183073 12.45392579106704 0.09033589388391516 0.20335014872842805 0.00876863414418358 nan nan nan nan nan nan
220513 12.800290601314549 0.10156459103548252 0.1801079471238679 0.009092304442139112 nan nan nan nan nan nan
265608 13.137541443026894 0.10250625524144036 0.1571904935260153 0.009586451286558412 nan nan nan nan nan nan
319926 13.525453758731015 0.1047192527188768 0.13227759849582144 0.0104123486382263 nan nan nan nan nan nan
385352 13.994417545430174 0.10839933321358255 0.1028728919114886 0.013895695782444845 nan nan nan nan nan nan
464158 14.522757380387457 0.1181756507099064 0.05798331924869387 0.015490372160080127 nan nan nan nan nan nan
559081 15.09916104180521 0.13235136285510274 0.016794889822485736 0.01795075833454534 nan nan nan nan nan nan
673415 15.654126675689994 0.13708700329333212 -0.013398774012688049 0.019593469393648647 nan nan nan nan nan nan
811130 16.351079560406937 0.20014366640479128 -0.08434744903126139 0.02212184032691345 nan nan nan nan nan nan
977009 16.97784179706637 0.2106636235179466 -0.16791637390165545 0.025079266959173476 nan nan nan nan nan nan
1176811 17.524772850318417 0.21172228722618697 -0.23596330761829346 0.029110873333421942 nan nan nan nan nan nan
1417474 18.28601843120349 0.25437416729287815 -0.3282418877352759 0.03318619012384902 nan nan nan nan nan nan
1707352 18.83362627201679 0.2570490548116029 -0.41105228151101575 0.03752643454332815 nan nan nan nan nan nan
2056512 19.518151521782574 0.2625937066341504 -0.48205452234917495 0.0423119242731429 nan nan nan nan nan nan
2477076 20.179839113326565 0.27118269869725037 -0.5173720724217395 0.04639819338865538 nan nan nan nan nan nan
2983647 20.788163216515294 0.28212042374421337 -0.5252190804868255 0.050864500041512835 nan nan nan nan nan nan
3593813 21.371651119398404 0.28814346963646803 -0.561505861467017 0.05529433514222131 nan nan nan nan nan nan
4328761 21.866802207923232 0.28993788203433235 -0.4997717444279221 0.05914772059499451 nan nan nan nan nan nan
5214008 22.51106227927097 0.31627712108136213 -0.42569086286414176 0.06309706796844317 nan nan nan nan nan nan
6280291 23.07044416824656 0.33870085541430445 -0.3329908813560241 0.06627411737844963 nan nan nan nan nan nan
7564633 23.53525431011485 0.3517145835924251 -0.26328834199185125 0.06908072355278276 nan nan nan nan nan nan
9111627 23.90888100383625 0.3588575688846364 -0.13738846703314658 0.07140092949161254 nan nan nan nan nan nan
10974987 24.141245008815464 0.3586270152924785 -0.07578596568287889 0.0731654689768743 nan nan nan nan nan nan
13219411 24.265372483790532 0.3566338970702261 0.02396748914084692 0.07544744541294114 nan nan nan nan nan nan
15922827 24.432407579059394 0.3661365460951388 0.1250722508340944 0.0767623491234871 nan nan nan nan nan nan
19179102 24.487043827763525 0.3655870069381813 0.21335408028261243 0.0784177394118755 nan nan nan nan nan nan
23101297 24.528925789065845 0.3650166443335886 0.27259180561579094 0.0797920542455738 nan nan nan nan nan nan
27825594 24.53721672209577 0.3640133062420978 0.3287744988180169 0.08137357752514768 nan nan nan nan nan nan
33516026 24.520975198600574 0.3621640078868139 0.3870082245764247 0.08287082806046857 nan nan nan nan nan nan
40370172 24.475227506860616 0.36006559515347275 0.4340697410644204 0.08449609191841365 nan nan nan nan nan nan
48626015 24.551490829414817 0.37117038021786314 0.49131960273425024 0.08554743555862712 nan nan nan nan nan nan
58570208 24.47164706186513 0.3688440643088293 0.5548767400333049 0.08699072222289775 nan nan nan nan nan nan
70548023 24.529081850511755 0.39175443168362095 0.5966601349698569 0.08779399211496268 nan nan nan nan nan nan
84975343 24.459386782062086 0.38958042379617464 0.6602660132660995 0.08929832286663841 nan nan nan nan nan nan
102353102 24.377903304817572 0.3875251884498939 0.6888015266818153 0.09048264633449209 nan nan nan nan nan nan
123284673 24.291569184642658 0.38558512150650937 0.715302918108839 0.09161932425677155 nan nan nan nan nan nan
148496826 24.21753773547244 0.3839144160648797 0.7662849722059352 0.09326081390735923 nan nan nan nan nan nan
178864952 24.13368519037526 0.38214593647612216 0.8092518246539132 0.09444580598058629 nan nan nan nan nan nan
215443469 24.054688737640323 0.3805207374397581 0.8482186772935305 0.09576197057786083 nan nan nan nan nan nan
259502421 23.971271456990465 0.3789643266384636 0.8837927282583917 0.09697922395492153 nan nan nan nan nan nan
312571584 23.903187416698188 0.37768477972875675 0.9193775116777798 0.09816525789093929 nan nan nan nan nan nan
376493580 23.82664119372244 0.37632663039641795 0.973714582012265 0.09930146065615279 nan nan nan nan nan nan
453487850 23.75077718677607 0.3750173080816695 1.0409915872266817 0.10062651029010718 nan nan nan nan nan nan
546227721 23.680812256697028 0.37383176112962685 1.0794974965609712 0.10160196164919331 nan nan nan nan nan nan
657933224 23.611936711473653 0.37270065549442843 1.1302096317735004 0.10272276482255413 nan nan nan nan nan nan
792482898 23.544473946716124 0.37157612994915035 1.1699040419939581 0.10372484663212314 nan nan nan nan nan nan
954548456 23.481699593502693 0.37063859006074895 1.1957870018869434 0.1045606479037503 nan nan nan nan nan nan
1149756995 23.425119837089518 0.3698475419568572 1.2420712231720388 0.1054116097506399 nan nan nan nan nan nan
1384886371 23.368572700425688 0.3690590501559373 1.2674095006664108 0.10616490311701009 nan nan nan nan nan nan
1668100537 23.31471366037049 0.36835523355814037 1.3111686176838981 0.10688431025678535 nan nan nan nan nan nan
2009233002 23.266682513664758 0.3677416916947369 1.3386306409300397 0.10759581943002877 nan nan nan nan nan nan
2420128264 23.222280215911393 0.3671733884988212 1.3552909085812201 0.10812307922828115 nan nan nan nan nan nan
2915053062 23.180822791146674 0.36665552973789706 1.387132416340741 0.10869018133858555 nan nan nan nan nan nan
3511191734 23.141379159144638 0.3662082672015586 1.391834145396246 0.10910242386073701 nan nan nan nan nan nan
4229242874 23.10541981296002 0.36575732685452567 1.4050401267724417 0.10948788422999955 nan nan nan nan nan nan
5094138014 23.072631531421628 0.3654012854524128 1.4260957351186283 0.10995430428797806 nan nan nan nan nan nan
6135907273 23.052623246751253 0.3651898677483616 1.443549551722642 0.11030336157455711 nan nan nan nan nan nan
7390722033 23.02468561426107 0.36490607113152607 1.4437592622112208 0.11057302705819062 nan nan nan nan nan nan
8902150854 22.99856550142788 0.3646182939880933 1.4520546962008032 0.11084392933865943 nan nan nan nan nan nan
10722672220 22.9792819884318 0.3644124855553692 1.4587486088574073 0.11107110486375066 nan nan nan nan nan nan
12915496650 22.957451751296425 0.3642203097049821 1.4727596966770016 0.11141977887429715 nan nan nan nan nan nan
15556761439 22.938083731205445 0.3640360377083855 1.4796174230411987 0.11168547969743974 nan nan nan nan nan nan
18738174228 22.920202325269077 0.36387422475562803 1.4790668941428295 0.11189747205732328 nan nan nan nan nan nan
22570197196 22.904123575087475 0.3637308411346677 1.4802621212714846 0.11205137350387767 nan nan nan nan nan nan
27185882427 22.889840691870155 0.36358587696295663 1.4820723085467917 0.11224498475134043 nan nan nan nan nan nan
32745491628 22.87609106250233 0.36345387897285186 1.4907430994811057 0.11237205566611146 nan nan nan nan nan nan
39442060594 22.86377757911161 0.36334704580853444 1.4951338227828603 0.11252376747834035 nan nan nan nan nan nan
47508101621 22.85654444933658 0.3632927013861017 1.4949180695786746 0.11260231143360708 nan nan nan nan nan nan
57223676593 22.84717991990426 0.3632205449254996 1.4974195118911258 0.11266541910841522 nan nan nan nan nan nan
68926121043 22.838417232448375 0.36315214030832116 1.50047238923732 0.11273438203228316 nan nan nan nan nan nan
83021756813 22.83015745765745 0.3630959604984904 1.5032141679761457 0.11283314126804528 nan nan nan nan nan nan
100000000000 22.822747582337186 0.36304569138653886 1.5028002016753104 0.11291114857479628 nan nan nan nan nan nan
